"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"09","44411","MUSIC 7902 (2, 2)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Nichols, Jeff"," ","0","35","In-Person",
"08","44369","MUSIC 7902 (2, 2)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Rosen, Marcy"," ","0","35","In-Person",
"07","44366","MUSIC 7902 (2, 2)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Ritt, Morey"," ","0","35","In-Person",
"04","44333","MUSIC 7902 (2, 2)","VT: Special Topics","T, F","12:15 PM - 1:30 PM","Schober, David","MU 263","1","35","In-Person",
"03","44330","MUSIC 7902 (2, 2)","VT: Special Topics","W","2:00 PM - 4:00 PM","Berkman, David"," ","0","35","In-Person",
"02","44324","MUSIC 7902 (2, 2)","VT: Special Topics","M","10:00 AM - 12:00 PM","Berkman, David","MU 308","0","20","In-Person",
"01","44321","MUSIC 7902 (2, 2)","VT: Special Topics","TH","9:05 AM - 10:55 AM","Pirone, Donald","MU 314","0","16","In-Person",
"13","70139","MUSIC 7902 (2, 2)","VT: Special Topics","F","3:10 PM - 5:00 PM","Andrade, Andrew","MU 226","2","35","In-Person",
"20","44339","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Bodzin, Zelma"," ","0","35","In-Person",
"32","84873","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;"," - ","Avitsur, Haim"," ","1","35","In-Person",
"03","44345","MUSIC 7903 (3, 3)","VT: Special Topics","T","7:40 PM - 10:20 PM","Calandra, Peter","MU 225H","0","15","In-Person",
"01","44342","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;"," - ","Berkman, David"," ","0","35","In-Person",
"31","84683","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;"," - ","Babb, Sandra"," ","1","35","In-Person",
"27","44498","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Ritt, Morey"," ","0","35","In-Person",
"12","44480","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Ronis, David"," ","0","35","In-Person",
"26","44477","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Nichols, Jeff"," ","0","35","In-Person",
"30","83863","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;"," - ","Schmelzkopf, Vincent"," ","1","35","In-Person",
"29","83440","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;"," - ","Klorman, Edward"," ","1","35","In-Person",
"23","44459","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Pirone, Donald"," ","0","35","In-Person",
"22","44456","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Bodzin, Zelma"," ","0","35","In-Person",
"21","44453","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Rothstein, William"," ","0","35","In-Person",
"19","44450","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Klauss, Walter"," ","0","35","In-Person",
"18","44447","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Norris, Bruce"," ","0","35","In-Person",
"17","44444","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Crouse, Rose-Marie"," ","0","35","In-Person",
"04","44348","MUSIC 7903 (3, 3)","VT: Special Topics","TH","7:40 PM - 10:20 PM","Mcelwaine, James","MU 225H","3","15","In-Person",
"05","44357","MUSIC 7903 (3, 3)","VT: Special Topics","T","4:40 PM - 7:30 PM","Mossman, Michael"," ","0","35","In-Person",
"28","79715","MUSIC 7903 (3, 3)","VT: Special Topics","TH","12:15 PM - 3:05 PM","Mcelwaine, James","MU 206","8","35","In-Person",
"06","44372","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Lelchuk, Nina"," ","0","35","In-Person",
"07","44375","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Sinanian-Forden, Linda"," ","0","35","In-Person",
"08","44384","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Burnett, Henry"," ","0","35","In-Person",
"09","44390","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Lipsey, Michael"," ","0","35","In-Person",
"02","44399","MUSIC 7903 (3, 3)","VT: Special Topics","T","4:40 PM - 7:30 PM","Calandra, Peter","MU 206","10","10","In-Person",
"11","44402","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Overholt, Sherry"," ","0","35","In-Person",
"10","44417","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Berkman, David"," ","1","35","In-Person",
"13","44420","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","John, James"," ","0","35","In-Person",
"14","44426","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Wilbourne, Emily"," ","0","35","In-Person",
"15","44429","MUSIC 7903 (3, 3)","VT: Special Topics","&nbsp;","12:00 AM - 12:00 AM","Peress, Maurice"," ","0","35","In-Person",
"01","44246","MUSIC 792 (5, 1)","Orchestra","M, W","9:10 AM - 12:00 PM","Peress, Maurice","MU 260","28","90","In-Person",
"01","80261","MUSIC 793 (4, 1)","Symphonic Wind Ensemble","T, TH","4:40 PM - 6:30 PM","Mozeiko, Kristin","MU 260","6","35","In-Person",
"01","44501","MUSIC 7941 (3, 1)","Vocal Ensemble","M","7:00 PM - 10:00 PM","John, James","MU 270","4","50","In-Person",
"01","74393","MUSIC 7943 (3, 1)","Baroque Ensemble","T","7:00 PM - 9:30 PM","Ahn, Dongmyung","MU 270","5","35","In-Person",
"01","72813","MUSIC 7944 (2, 1)","Nota Bene","W","4:40 PM - 6:30 PM","Lipsey, Michael","MU 226","5","35","In-Person",
"01","70287","MUSIC 7945 (2, 1)","Brass Ensemble","T","2:40 PM - 4:30 PM","Jolley, David","MU 270","3","35","In-Person",
"01","72888","MUSIC 7946 (2, 1)","Percussion Ensemble","M","6:15 PM - 8:20 PM","Lipsey, Michael","MU 273","2","35","In-Person",
"01","44504","MUSIC 7950 (2, 0)","Chamber Orchestra","M","7:40 PM - 9:40 PM","Neidich, Charles","MU 260","5","35","In-Person",
"01","44507","MUSIC 7951 (2, 1)","Chamber Orchestra","M","7:50 PM - 9:40 PM","Neidich, Charles","MU 260","5","35","In-Person",
"01","70142","MUSIC 7961 (1, 1)","Opera Studio","M, W","3:30 PM - 6:20 PM","Gomez, Roderico","MU 270","4","35","In-Person",
"01","44510","MUSIC 7962 (2, 2)","Opera Studio","M, W","3:30 PM - 6:20 PM","Gomez, Roderico","MU 270","1","30","In-Person",
"01","84541","MUSIC 797 (3, 1)","Balinese Gamelan","W","6:40 PM - 7:30 PM","Lipsey, Michael","MU 226","1","35","In-Person",
"01","54422","MUSIC 7981 (2, 2)","Advanced Solf&#232;ge and Score Rea","T, F","12:15 PM - 1:05 PM","Doyle, Donna","MU 314","3","12","In-Person",
"1","66491","PERM 4990 (0, 0)","Perm/Non/Cuny","&nbsp;"," - ",", "," ","17","35","In-Person",
"01","66503","PERM 49900 (0, 0)","Cuny Permit","&nbsp;"," - ",", "," ","0","35","In-Person",
"01","66497","PERM 49905 (.5, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","3","35","In-Person",
"1","66423","PERM 4991 (1, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","3","35","In-Person",
"1","66424","PERM 49910 (10, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","1","35","In-Person",
"1","66425","PERM 49911 (11, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66426","PERM 49912 (12, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","5","35","In-Person",
"1","66427","PERM 49913 (13, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66428","PERM 49914 (14, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66429","PERM 49915 (15, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66430","PERM 49916 (16, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","1","35","In-Person",
"1","66431","PERM 49917 (17, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66432","PERM 49918 (18, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","1","35","In-Person",
"1","66433","PERM 4992 (2, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","4","35","In-Person",
"1","66434","PERM 4993 (3, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","48","35","In-Person",
"1","66435","PERM 4994 (4, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","40","35","In-Person",
"1","66436","PERM 4995 (5, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","1","35","In-Person",
"1","66437","PERM 4996 (6, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","7","35","In-Person",
"1","66438","PERM 4997 (7, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","1","35","In-Person",
"1","66439","PERM 4998 (8, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","2","35","In-Person",
"1","66440","PERM 4999 (9, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","1","35","In-Person",
"1","66494","PERM 7990 (0, 0)","Permit Non-Cuny","&nbsp;"," - ",", "," ","0","30","In-Person",
"01","66500","PERM 79905 (.5, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66441","PERM 7991 (1, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","1","35","In-Person",
"1","66442","PERM 79910 (10, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66443","PERM 79911 (11, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","1","35","In-Person",
"1","66444","PERM 79912 (12, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66445","PERM 79913 (13, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66446","PERM 79914 (14, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66447","PERM 79915 (15, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66448","PERM 7992 (2, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66449","PERM 7993 (3, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","8","35","In-Person",
"1","66450","PERM 7994 (4, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","3","35","In-Person",
"1","66451","PERM 7995 (5, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66452","PERM 7996 (6, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","1","35","In-Person",
"1","66453","PERM 7997 (7, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66485","PERM 7998 (8, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"1","66488","PERM 7999 (9, 0)","Permit To Cuny Coll","&nbsp;"," - ",", "," ","0","35","In-Person",
"3","41612","PHIL 101 (3, 3)","Intro To Philosophy","M, W","1:40 PM - 2:55 PM","Jordan, James","PH 152","51","45","In-Person",
"2","41608","PHIL 101 (3, 3)","Intro To Philosophy","M, W","10:45 AM - 12:00 PM","Ware, Jennifer","PH 152","30","30","In-Person",
"4","41616","PHIL 101 (3, 3)","Intro To Philosophy","M, W","3:10 PM - 4:25 PM","Jordan, James","PH 152","45","45","In-Person",
"5","41622","PHIL 101 (3, 3)","Intro To Philosophy","T, TH","9:15 AM - 10:30 AM","Nagy, David","PH 152","30","30","In-Person",
"15","41691","PHIL 101 (3, 3)","Intro To Philosophy","TH","6:30 PM - 9:20 PM","Burstein, Harvey","PH 152","37","35","In-Person",
"7","41628","PHIL 101 (3, 3)","Intro To Philosophy","T, TH","12:15 PM - 1:30 PM","O'Connor, Patricia","KY 281","25","25","In-Person",
"8","41658","PHIL 101 (3, 3)","Intro To Philosophy","T, TH","1:40 PM - 2:55 PM","Doukhan, Abigail","PH 152","40","40","In-Person",
"14","41686","PHIL 101 (3, 3)","Intro To Philosophy","T, TH","4:45 PM - 6:00 PM","Malagon, Anthony","PH 152","29","30","In-Person",
"6","41625","PHIL 101 (3, 3)","Intro To Philosophy","T, TH","10:45 AM - 12:00 PM","Nagy, David","PH 152","36","35","In-Person",
"1","41701","PHIL 104 (3, 3)","Intro To Ethics","M, W","1:40 PM - 3:30 PM","Malagon, Anthony","RA 210","24","20","In-Person",
"2","41713","PHIL 104 (3, 3)","Intro To Ethics","M, W","1:40 PM - 2:55 PM","Leites, Edmund","PH 302","22","24","In-Person",
"10","42320","PHIL 104 (3, 3)","Intro To Ethics","M","6:30 PM - 9:20 PM","Miceli, Salvatore","PH 152","24","35","In-Person",
"3","41723","PHIL 104 (3, 3)","Intro To Ethics","T, TH","9:15 AM - 10:30 AM","O'Connor, Patricia","KY 281","15","20","In-Person",
"4","41731","PHIL 104 (3, 3)","Intro To Ethics","T, TH","10:45 AM - 12:00 PM","Kisilevsky, Sari","KY 312","29","30","In-Person",
"5","41746","PHIL 104 (3, 3)","Intro To Ethics","T, TH","12:15 PM - 1:30 PM","Kisilevsky, Sari","KY 312","32","30","In-Person",
"6","41791","PHIL 104 (3, 3)","Intro To Ethics","T, TH","1:40 PM - 2:55 PM","Taha, Wagdi","KY 281","25","30","In-Person",
"11","48441","PHIL 104 (3, 3)","Intro To Ethics","T, F","10:45 AM - 12:00 PM","Taha, Wagdi","PH 153","18","30","In-Person",
"7","42311","PHIL 104 (3, 3)","Intro To Ethics","S","9:15 AM - 12:00 PM","Puglisi, Matthew","PH 152","18","30","In-Person",
"9","42318","PHIL 104 (3, 3)","Intro To Ethics","M, W","4:45 PM - 6:00 PM","Doukhan, Abigail","PH 152","45","45","In-Person",
"1","42327","PHIL 104H (3, 3)","Intro To Ethics","M, W","9:15 AM - 10:30 AM","Miceli, Salvatore","KY 281","20","20","In-Person",
"2","42331","PHIL 104H (3, 3)","Intro To Ethics","M, W","10:45 AM - 12:00 PM","Miceli, Salvatore","KY 281","20","20","In-Person",
"2","42344","PHIL 109 (3, 3)","Modern Logic","M, W","10:45 AM - 12:00 PM","Cordero, Alberto","KY 312","25","25","In-Person",
"1","42340","PHIL 109 (3, 3)","Modern Logic","M, W","9:15 AM - 10:30 AM","Cordero, Alberto","KY 312","18","25","In-Person",
"3","42348","PHIL 109 (3, 3)","Modern Logic","T, TH","3:10 PM - 4:25 PM","Taha, Wagdi","KY 281","16","25","In-Person",
"1","42383","PHIL 116 (3, 3)","Intro Philo Religion","T, TH","10:45 AM - 12:00 PM","O'Connor, Patricia","KY 281","23","25","In-Person",
"2","42398","PHIL 116 (3, 3)","Intro Philo Religion","M, W","3:10 PM - 4:25 PM","Doukhan, Abigail","KY 281","25","25","In-Person",
"3","42400","PHIL 116 (3, 3)","Intro Philo Religion","W","6:30 PM - 9:20 PM","Shippee, Arthur","PH 152","13","25","In-Person",
"1","42407","PHIL 118 (3, 3)","Intro to Eastern Philosophy","M, W","10:45 AM - 12:00 PM","Leites, Edmund","PH 347","10","20","In-Person",
"1","42421","PHIL 140 (3, 3)","Ancient Philosophy","M, W","3:10 PM - 4:25 PM","Burstein, Harvey","PH 153","42","40","In-Person",
"1","42424","PHIL 144 (3, 3)","Kant To Nietzsche","T, TH","1:40 PM - 2:55 PM","Basevich, Elvira","PH 153","31","30","In-Person",
"1","42425","PHIL 145 (3, 3)","Contemp Philosophy 1","T, TH","3:10 PM - 4:25 PM","Malagon, Anthony","PH 152","13","25","In-Person",
"1","42430","PHIL 160 (3, 3)","Business Ethics","S","1:00 PM - 3:45 PM","Puglisi, Matthew","PH 152","25","35","In-Person",
"2","42434","PHIL 160 (3, 3)","Business Ethics","T, TH","3:10 PM - 4:25 PM","Kisilevsky, Sari","KY 250","52","65","In-Person",
"5","42441","PHIL 160 (3, 3)","Business Ethics","M, W","1:40 PM - 2:55 PM","Pace, Claudia","KY 312","33","35","In-Person",
"6","42450","PHIL 160 (3, 3)","Business Ethics","T","6:30 PM - 9:20 PM","Pace, Claudia","PH 152","17","25","In-Person",
"1","42460","PHIL 224 (3, 3)","Philo Of Mind","M, W","1:40 PM - 2:55 PM","Ware, Jennifer","PH 153","24","23","In-Person",
"1","42464","PHIL 261 (3, 3)","Vt: Adv Prob Philo Rel","T, TH","12:15 PM - 1:30 PM","Grover, Stephen","PH 304","10","12","In-Person",
"1","42469","PHIL 264 (3, 3)","Philo Of Plato","M, W","10:45 AM - 12:00 PM","Burstein, Harvey","PH 153","27","25","In-Person",
"1","42472","PHIL 272 (3, 3)","Vt:Problems In Philo","M, W","3:10 PM - 4:25 PM","Leites, Edmund","PH 347","7","15","In-Person",
"1","42475","PHIL 383W (3, 3)","Research Paper","&nbsp;"," - ","Burstein, Harvey"," ","8","35","In-Person",
"1","44542","PHIL 654 (3, 3)","Philo Of Religion","T, TH","12:15 PM - 1:30 PM","Grover, Stephen","PH 304","0","5","In-Person",
"1","42507","PHIL 710 (3, 3)","Anc Philo Plato","M, W","10:45 AM - 12:00 PM","Burstein, Harvey","PH 153","3","5","In-Person",
"1","44527","PHIL 731 (3, 3)","Philosophy Of Mind","M, W","1:40 PM - 2:55 PM","Ware, Jennifer","PH 153","3","5","In-Person",
"1","44533","PHIL 740 (3, 3)","Phenomenology","T, TH","3:10 PM - 4:25 PM","Malagon, Anthony","PH 152","1","5","In-Person",
"1","44546","PHIL 780 (2, 1)","Tutorial","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","44547","PHIL 781 (2, 2)","Tutorial","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","44550","PHIL 782 (3, 3)","Tutorial","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","44551","PHIL 791 (3, 3)","Thesis Research","&nbsp;"," - ","Cordero, Alberto"," ","1","5","In-Person",
"01","40406","PHYS 003 (3, 3)","Physics of Musical Sound","M, W","3:40 PM - 4:55 PM","Glass, Peter","SB C201","27","50","In-Person",
"01","40412","PHYS 007 (3, 3)","Intro Phys Mus Sound","M, W","3:40 PM - 4:55 PM","Glass, Peter","SB C201","20","50","In-Person",
"01","40383","PHYS 011 (2, 1)","Conceptual Physics Lab","W","6:50 PM - 8:40 PM","Deych, Daniil","SB B233","28","27","Web-Enhanced",
"02","40387","PHYS 011 (2, 1)","Conceptual Physics Lab","M","6:50 PM - 8:40 PM","Deych, Daniil","SB B233","27","27","Web-Enhanced",
"03","40391","PHYS 011 (2, 1)","Conceptual Physics Lab","M","6:50 PM - 8:40 PM","Humagain, Sunita","SB B235","27","27","Web-Enhanced",
"01","40365","PHYS 014 (4, 4)","Conceptual  Physics  Lec","M","4:50 PM - 6:40 PM","Gangji, Al-Karim","SB C203","28","27","Web-Enhanced",
"02","40369","PHYS 014 (4, 4)","Conceptual  Physics  Lec","W","4:50 PM - 6:40 PM","Deych, Daniil","SB C203","27","27","Web-Enhanced",
"01","40365","PHYS 014 (4, 4)","Conceptual  Physics  Lec","W","4:50 PM - 6:40 PM","Gangji, Al-Karim","SB C203","28","27","Web-Enhanced",
"02","40369","PHYS 014 (4, 4)","Conceptual  Physics  Lec","M","4:50 PM - 6:40 PM","Gangji, Al-Karim","SB C203","27","27","Web-Enhanced",
"03","40373","PHYS 014 (4, 4)","Conceptual  Physics  Lec","W","4:50 PM - 6:40 PM","Wu, Rong","SB C203","27","27","Web-Enhanced",
"03","40373","PHYS 014 (4, 4)","Conceptual  Physics  Lec","M","4:50 PM - 6:40 PM","Gangji, Al-Karim","SB C203","27","27","Web-Enhanced",
"01","40498","PHYS 103 (6, 4)","Phys For Comp Sci 1","W","4:50 PM - 6:40 PM","Ni, Xiang","SB B233","27","27","Web-Enhanced",
"01","40498","PHYS 103 (6, 4)","Phys For Comp Sci 1","M","6:50 PM - 8:40 PM","Gangji, Al-Karim","SB A143","27","27","Web-Enhanced",
"01","40498","PHYS 103 (6, 4)","Phys For Comp Sci 1","W","6:50 PM - 8:40 PM","Gangji, Al-Karim","SB C203","27","27","Web-Enhanced",
"02","42503","PHYS 1211 (2, 1)","General Phys 1 Lab","W","10:05 AM - 11:55 AM","Akkerman, Zinoviy","SB B235","27","27","Web-Enhanced",
"04","42594","PHYS 1211 (2, 1)","General Phys 1 Lab","TH","4:50 PM - 6:40 PM","Sung, Ilmo","SB B235","27","27","Web-Enhanced",
"03","42505","PHYS 1211 (2, 1)","General Phys 1 Lab","TH","2:15 PM - 4:05 PM","Sung, Ilmo","SB B235","27","27","Web-Enhanced",
"01","42500","PHYS 1211 (2, 1)","General Phys 1 Lab","T","8:50 PM - 10:40 PM","Deych, Daniil","SB B235","27","27","Web-Enhanced",
"04","40711","PHYS 1214 (4, 4)","Gen Physics 1","T","6:50 PM - 8:40 PM","Steiner, Robert","SB C201","30","27","Web-Enhanced",
"04","40711","PHYS 1214 (4, 4)","Gen Physics 1","TH","6:50 PM - 8:40 PM","Dhomkar, Siddharth","SB C201","30","27","Web-Enhanced",
"02","40690","PHYS 1214 (4, 4)","Gen Physics 1","W","1:40 PM - 3:30 PM","Ji, Haojie","SB C201","27","27","Web-Enhanced",
"03","40695","PHYS 1214 (4, 4)","Gen Physics 1","T","6:50 PM - 8:40 PM","Steiner, Robert","SB C201","28","27","Web-Enhanced",
"02","40690","PHYS 1214 (4, 4)","Gen Physics 1","M","1:40 PM - 3:30 PM","Akkerman, Zinoviy","SB C201","27","27","Web-Enhanced",
"03","40695","PHYS 1214 (4, 4)","Gen Physics 1","TH","6:50 PM - 8:40 PM","Steiner, Robert","SB C201","28","27","Web-Enhanced",
"01","40689","PHYS 1214 (4, 4)","Gen Physics 1","W","1:40 PM - 3:30 PM","Akkerman, Zinoviy","SB C201","27","27","Web-Enhanced",
"01","40689","PHYS 1214 (4, 4)","Gen Physics 1","M","1:40 PM - 3:30 PM","Akkerman, Zinoviy","SB C201","27","27","Web-Enhanced",
"01","44521","PHYS 1221 (2, 1)","Gen Phys 2 Lab","T","12:10 PM - 2:00 PM","Akkerman, Zinoviy","SB B231","20","27","Web-Enhanced",
"02","44522","PHYS 1221 (2, 1)","Gen Phys 2 Lab","T","8:50 PM - 10:40 PM","Proscia, Nicholas","SB B231","27","27","Web-Enhanced",
"03","44523","PHYS 1221 (2, 1)","Gen Phys 2 Lab","TH","12:10 PM - 2:00 PM","Ji, Haojie","SB B231","27","27","Web-Enhanced",
"03","40783","PHYS 1224 (4, 4)","Gen Physics 2","M","6:50 PM - 8:40 PM","Rubin, Joel","SB C201","30","27","Web-Enhanced",
"01","40744","PHYS 1224 (4, 4)","Gen Physics 2","TH","2:15 PM - 4:05 PM","Rubin, Joel","SB C201","26","27","Web-Enhanced",
"02","40762","PHYS 1224 (4, 4)","Gen Physics 2","T","2:15 PM - 4:05 PM","Rubin, Joel","SB C201","20","27","Web-Enhanced",
"03","40783","PHYS 1224 (4, 4)","Gen Physics 2","W","6:50 PM - 8:40 PM","Rubin, Joel","SB C201","30","27","Web-Enhanced",
"01","40744","PHYS 1224 (4, 4)","Gen Physics 2","T","2:15 PM - 4:05 PM","Rubin, Joel","SB C201","26","27","Web-Enhanced",
"02","40762","PHYS 1224 (4, 4)","Gen Physics 2","TH","2:15 PM - 4:05 PM","Proscia, Nicholas","SB C201","20","27","Web-Enhanced",
"03","44532","PHYS 1451 (2, 1)","Princ Phys 1 Lab","TH","8:50 PM - 10:40 PM","Sung, Ilmo","SB B235","28","27","Web-Enhanced",
"02","44531","PHYS 1451 (2, 1)","Princ Phys 1 Lab","W","1:40 PM - 3:30 PM","Liebovitch, Larry","SB B235","27","27","Web-Enhanced",
"01","44529","PHYS 1451 (2, 1)","Princ Phys 1 Lab","T","4:50 PM - 6:40 PM","Macdonald, Weldon","SB B235","27","27","Web-Enhanced",
"01","40814","PHYS 1454 (4, 4)","Principles Of Phys 1","M","10:05 AM - 11:55 AM","Goldberg, David","SB C201","31","30","Web-Enhanced",
"03","40820","PHYS 1454 (4, 4)","Principles Of Phys 1","T","6:50 PM - 8:40 PM","Goldberg, David","SB C203","38","32","Web-Enhanced",
"03","40820","PHYS 1454 (4, 4)","Principles Of Phys 1","TH","6:50 PM - 8:40 PM","Goldberg, David","SB C203","38","32","Web-Enhanced",
"01","40814","PHYS 1454 (4, 4)","Principles Of Phys 1","W","10:05 AM - 11:55 AM","Goldberg, David","SB C201","31","30","Web-Enhanced",
"02","40816","PHYS 1454 (4, 4)","Principles Of Phys 1","M","10:05 AM - 11:55 AM","Goldberg, David","SB C201","31","30","Web-Enhanced",
"02","40816","PHYS 1454 (4, 4)","Principles Of Phys 1","W","10:05 AM - 11:55 AM","Glass, Peter","SB C201","31","30","Web-Enhanced",
"02","44540","PHYS 1461 (2, 1)","Princ Of Phys II Lab","TH","6:50 PM - 8:40 PM","Sung, Ilmo","SB B231","22","27","Web-Enhanced",
"01","40833","PHYS 1464 (4, 4)","Principles Of Phys 2","T","4:50 PM - 6:40 PM","Goldberg, David","SB C203","30","32","Web-Enhanced",
"01","40833","PHYS 1464 (4, 4)","Principles Of Phys 2","TH","4:50 PM - 6:40 PM","Goldberg, David","SB C203","30","32","Web-Enhanced",
"01","40503","PHYS 204 (6, 4)","Phys For Comp Sci 2","W","6:50 PM - 7:45 PM","Vuong, Luat","SB A143","26","27","Web-Enhanced",
"01","40503","PHYS 204 (6, 4)","Phys For Comp Sci 2","W","7:45 PM - 8:40 PM","Vuong, Luat","SB A143","26","27","Web-Enhanced",
"01","40503","PHYS 204 (6, 4)","Phys For Comp Sci 2","M","4:50 PM - 6:40 PM","Moocarme, Matthew","SB B231","26","27","Web-Enhanced",
"01","40503","PHYS 204 (6, 4)","Phys For Comp Sci 2","M","6:50 PM - 8:40 PM","Vuong, Luat","SB C203","26","27","Web-Enhanced",
"01","41776","PHYS 222 (3, 3)","Optics","T, TH","12:15 PM - 1:30 PM","Khanikaev, Alexander","RZ 174","14","16","Web-Enhanced",
"01","41620","PHYS 225 (6, 4)","Solid State Electronics","M, W","4:40 PM - 7:30 PM","Kuskovsky, Igor","SB B343","16","18","Web-Enhanced",
"01","41786","PHYS 233 (3, 3)","Inter Methods Math Phys","M, W","9:15 AM - 10:30 AM","Lisyansky, Alexander","QH 174","18","16","Web-Enhanced",
"01","41932","PHYS 2331 (1, 1)","Int Methods Math Phys","M, W","9:15 AM - 10:30 AM","Lisyansky, Alexander","QH 174","0","16","Web-Enhanced",
"01","41810","PHYS 242 (3, 3)","Thermodynamics","T, TH","7:00 PM - 8:50 PM","Schwarz, Steven","QH 174","4","16","Web-Enhanced",
"01","41819","PHYS 243 (4, 4)","Thermodyn &amp; Stat Mech","T, TH","7:00 PM - 8:50 PM","Schwarz, Steven","QH 174","13","16","Web-Enhanced",
"01","41857","PHYS 260 (4, 4)","Intro Modern Physics","T, TH","2:15 PM - 4:05 PM","Liebovitch, Larry","QH 174","15","16","Web-Enhanced",
"01","41862","PHYS 310 (4, 4)","Electromagnetism 1","M, W","2:15 PM - 4:05 PM","Murokh, Lev","QH 174","16","16","Web-Enhanced",
