"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"01","41866","PHYS 377 (4, 2)","Modern Physics Lab","F","9:15 AM - 1:05 PM","Cadieu, Fred","SB B343","11","11","Web-Enhanced",
"01","41873","PHYS 380 (1, 1)","Colloquium","M","12:00 PM - 1:30 PM","Lisyansky, Alexander","SB A143","3","16","In-Person",
"01","84266","PHYS 383 (3, 3)","Vt: Special Topics","&nbsp;"," - ","Khanikaev, Alexander"," ","1","1","In-Person",
"02","85232","PHYS 383 (3, 3)","Vt: Special Topics","&nbsp;"," - ","Vuong, Luat"," ","2","3","In-Person",
"01","84262","PHYS 393 (9, 3)","Special Problems","&nbsp;"," - ","Khanikaev, Alexander"," ","1","2","In-Person",
"01","73513","PHYS 395W (6, 2)","Senior Rsrch Proj 1","&nbsp;"," - ","Murokh, Lev"," ","1","1","In-Person",
"02","84267","PHYS 395W (6, 2)","Senior Rsrch Proj 1","&nbsp;"," - ","Khanikaev, Alexander"," ","2","2","In-Person",
"01","51261","PHYS 503 (4, 4)","Selected Topics","T","5:30 PM - 9:20 PM","Miksic, Mark","PH 245","13","15","In-Person",
"01","41936","PHYS 615 (4, 4)","Electromagnetic Theory","M, W","2:15 PM - 4:05 PM","Murokh, Lev","QH 174","9","16","Web-Enhanced",
"01","48236","PHYS 616 (4, 4)","Applied electrodynamics","T, TH","4:50 PM - 6:40 PM","Murokh, Lev","QH 174","10","16","Web-Enhanced",
"02","84113","PHYS 626 (4, 4)","Applied Quantum Mechanics","M, W","7:00 PM - 8:50 PM","Deych, Lev","KY 273","9","16","In-Person",
"01","83774","PHYS 635 (4, 4)","Condensed Matter Phy","M, W","5:00 PM - 6:50 PM","Murokh, Lev","RZ 174","2","5","In-Person",
"01","48407","PHYS 637 (4, 4)","Modern Optics","T, TH","7:00 PM - 8:50 PM","Khanikaev, Alexander","KY 421","11","16","Web-Enhanced",
"01","41951","PHYS 641 (4, 4)","Statistical Physics","T, TH","7:00 PM - 8:50 PM","Schwarz, Steven","QH 174","7","16","Web-Enhanced",
"01","52556","PHYS 646 (4, 4)","Physics of Semiconductors","M, W","5:00 PM - 6:50 PM","Murokh, Lev","RZ 174","4","16","In-Person",
"01","48135","PHYS 671 (4, 2)","Modern Physics Lab","F","1:40 PM - 5:30 PM","Cadieu, Fred","SB B343","4","5","Web-Enhanced",
"02","83752","PHYS 671 (4, 2)","Modern Physics Lab","F","9:15 AM - 1:05 PM","Cadieu, Fred","SB B343","1","1","In-Person",
"01","81590","PHYS 680 (2, 2)","Internship I","&nbsp;"," - ","Deych, Lev"," ","4","5","In-Person",
"01","75210","PHYS 681 (2, 2)","Internship II","&nbsp;"," - ","Deych, Lev"," ","0","1","In-Person",
"01","85042","PHYS 791 (1, 1)","Colloquium","M","12:00 PM - 1:30 PM","Lisyansky, Alexander","SB A143","3","3","In-Person",
"01","82565","PHYS 7992 (2, 2)","Graduate Research","&nbsp;"," - ","Vuong, Luat"," ","3","1","In-Person",
"01","85324","PHYS 7993 (3, 3)","Graduate Research","&nbsp;"," - ","Cadieu, Fred"," ","1","1","In-Person",
"01","52530","PORT 111 (4, 4)","Elem Portuguese 1","T, TH","6:30 PM - 8:20 PM","Cordeiro, Catherine","KG 105","24","25","In-Person",
"1","52534","PORT 203 (3, 3)","Inter Portuguese 1","T, TH","5:00 PM - 6:15 PM","Cordeiro, Catherine","KY 248","16","25","In-Person",
"3","45787","PSCI 100 (3, 3)","Amer Politics/Govt","M, W","3:10 PM - 4:25 PM","Kimerling, Judith","PH 211","55","55","In-Person",
"4","45812","PSCI 100 (3, 3)","Amer Politics/Govt","T, TH","10:45 AM - 12:00 PM","Reichl, Alexander","PH 211","56","55","In-Person",
"5","45815","PSCI 100 (3, 3)","Amer Politics/Govt","T, TH","12:15 PM - 1:30 PM","Hacker, Andrew","PH 204","34","35","In-Person",
"1","45773","PSCI 100 (3, 3)","Amer Politics/Govt","M, W","7:45 AM - 9:00 AM","O'Neill, James","PH 204","41","55","In-Person",
"6","46830","PSCI 100 (3, 3)","Amer Politics/Govt","W","6:30 PM - 9:20 PM","Lett, Belinda","PH 211","25","55","In-Person",
"2","45786","PSCI 100 (3, 3)","Amer Politics/Govt","M, W","10:45 AM - 12:00 PM","Pierre-Louis, Francois","PH 121","51","50","In-Person",
"6","46838","PSCI 101 (3, 3)","Intro To Pol Science","M","6:30 PM - 9:20 PM","O'Neill, James","PH 204","14","55","In-Person",
"2","45822","PSCI 101 (3, 3)","Intro To Pol Science","M, W","3:10 PM - 4:25 PM","Bhagat, Renu","KY 312","50","50","In-Person",
"3","45825","PSCI 101 (3, 3)","Intro To Pol Science","T, TH","7:45 AM - 9:00 AM","Kabir, Humayun","PH 211","55","55","In-Person",
"4","45827","PSCI 101 (3, 3)","Intro To Pol Science","T, TH","10:45 AM - 12:00 PM","O'Neill, Stephanie","PH 204","50","50","In-Person",
"5","45829","PSCI 101 (3, 3)","Intro To Pol Science","T, TH","3:10 PM - 4:25 PM","Katz, Heather","PH 204","55","55","In-Person",
"1","45818","PSCI 101 (3, 3)","Intro To Pol Science","M, W","10:45 AM - 12:00 PM","Bowman, John","PH 211","43","55","In-Person",
"2","45831","PSCI 102 (3, 3)","Politcal Controversies","T, TH","9:15 AM - 10:30 AM","O'Neill, Stephanie","PH 204","55","55","In-Person",
"3","45833","PSCI 102 (3, 3)","Politcal Controversies","W","1:40 PM - 4:30 PM","Markovitz, Irving","PH 106","20","20","In-Person",
"1","45830","PSCI 102 (3, 3)","Politcal Controversies","M, W","10:45 AM - 12:00 PM","Ohara, James","RA 210","35","35","In-Person",
"3","46021","PSCI 103 (3, 3)","Comparative Politics","T, TH","1:40 PM - 2:55 PM","Kabir, Muhammad","RA 210","36","35","In-Person",
"2","46019","PSCI 103 (3, 3)","Comparative Politics","T, TH","9:15 AM - 10:30 AM","Kabir, Humayun","PH 121","52","50","In-Person",
"1","46017","PSCI 103 (3, 3)","Comparative Politics","M, W","9:15 AM - 10:30 AM","George, Julie","PH 204","56","55","In-Person",
"4","46842","PSCI 103 (3, 3)","Comparative Politics","T","6:30 PM - 9:20 PM","Sun, Yan","PH 211","21","55","In-Person",
"2","46024","PSCI 104 (3, 3)","Int&#39;L Politics","M, W","1:40 PM - 2:55 PM","Kabir, Humayun","PH 204","55","55","In-Person",
"4","46847","PSCI 104 (3, 3)","Int&#39;L Politics","TH","6:30 PM - 9:20 PM","Petaludis, Nicholas","RA 210","32","35","In-Person",
"1","46022","PSCI 104 (3, 3)","Int&#39;L Politics","M, W","9:15 AM - 10:30 AM","Madeira, Mary Anne","RA 210","35","35","In-Person",
"3","46026","PSCI 104 (3, 3)","Int&#39;L Politics","T, TH","12:15 PM - 1:30 PM","Kabir, Muhammad","PH 211","57","55","In-Person",
"1","46027","PSCI 105 (3, 3)","Political Theory","T, TH","5:00 PM - 6:15 PM","Katz, Heather","PH 204","55","55","In-Person",
"1","46030","PSCI 209 (3, 3)","Vt:Special Topics","T, TH","12:15 PM - 1:30 PM","Zadoian, Mesrob","RA 210","17","35","In-Person",
"1","46032","PSCI 210 (3, 3)","Amer State/Local Gov&#39;T","T, TH","9:15 AM - 10:30 AM","Reichl, Alexander","PH 211","56","55","In-Person",
"1","46851","PSCI 212 (3, 3)","American Presidency","M","6:30 PM - 9:20 PM","Webster, Sandra","RA 210","19","35","In-Person",
"1","46033","PSCI 213 (3, 3)","Amer Legis Process","T, TH","1:40 PM - 2:55 PM","Allen, Victoria","PH 204","39","55","In-Person",
"1","46034","PSCI 219 (3, 3)","Pol Of Bureaucracy","T, TH","10:45 AM - 12:00 PM","Allen, Victoria","PH 121","44","55","In-Person",
"1","46853","PSCI 222 (3, 3)","Power In America","TH","6:30 PM - 9:20 PM","Bonomo, Carl","PH 204","23","55","In-Person",
"1","46036","PSCI 226 (3, 3)","Capitalism &amp; Dmocrcy","T, TH","12:15 PM - 1:30 PM","Byun, Young Hwan","PH 121","41","50","In-Person",
"1","46039","PSCI 228 (3, 3)","Amer Politics &amp; Film","T, TH","3:10 PM - 4:25 PM","Bonomo, Carl","PH 211","47","55","In-Person",
"1","46856","PSCI 234 (3, 3)","Contp Western Europe","T","6:30 PM - 9:20 PM","Mutlu-Eren, Hande","RA 210","11","35","In-Person",
"1","46042","PSCI 235 (3, 3)","Russia&amp;Soviet Successor States","M, W","10:45 AM - 12:00 PM","George, Julie","PH 204","55","55","In-Person",
"1","46857","PSCI 238 (3, 3)","Contemporary Asia","TH","6:30 PM - 9:20 PM","Sun, Yan","PH 211","23","55","In-Person",
"1","46043","PSCI 240 (3, 3)","Contemp Middle East","M, W","3:10 PM - 4:25 PM","Petaludis, Nicholas","PH 204","38","55","In-Person",
"1","46045","PSCI 242 (3, 3)","Pol Of Welfare State","M, W","9:15 AM - 10:30 AM","Bowman, John","PH 211","10","55","In-Person",
"1","46859","PSCI 246 (3, 3)","Soc Move &amp; Pol Power","M","6:30 PM - 9:20 PM","Romero, Domenico","PH 211","17","55","In-Person",
"1","46047","PSCI 250 (3, 3)","International Law","M, W","9:15 AM - 10:30 AM","Siegel, David","PH 121","51","50","In-Person",
"1","46049","PSCI 251 (3, 3)","Int&#39;L Organization","T, TH","3:10 PM - 4:25 PM","Afolabi, Olalekan","PH 121","9","50","In-Person",
"1","46052","PSCI 252 (3, 3)","Issues In Intl Relations","T, TH","9:15 AM - 10:30 AM","Kabir, Muhammad","RA 210","35","35","In-Person",
"1","46053","PSCI 254 (3, 3)","Pol. Internatl Econ","M, W","1:40 PM - 2:55 PM","Madeira, Mary Anne","PH 121","15","50","In-Person",
"1","46865","PSCI 260 (3, 3)","Mid East/World Pol","S","1:00 PM - 4:00 PM","Petaludis, Nicholas","PH 245","16","15","In-Person",
"1","46055","PSCI 262 (3, 3)","Us Foreign Policy","T, TH","10:45 AM - 12:00 PM","Liberman, Peter","RA 210","27","35","In-Person",
"1","46058","PSCI 270 (3, 3)","Democracy","T, TH","1:40 PM - 2:55 PM","O'Neill, Stephanie","PH 121","25","50","In-Person",
"1","46860","PSCI 273 (3, 3)","Amer Pol Thought","T","6:30 PM - 9:20 PM","Katz, Heather","PH 204","30","55","In-Person",
"1","46063","PSCI 281 (3, 3)","Constitutional Law I","T, TH","1:40 PM - 2:55 PM","Bonomo, Carl","PH 211","31","55","In-Person",
"1","46065","PSCI 286 (3, 3)","Law &amp; Human Rights","M, W","7:45 AM - 9:00 AM","Bhagat, Renu","PH 211","29","55","In-Person",
"2","46867","PSCI 286 (3, 3)","Law &amp; Human Rights","W","6:30 PM - 9:20 PM","Vorperian-Grillo, Karine","PH 204","21","55","In-Person",
"1","46066","PSCI 287 (3, 3)","Law, Politcs &amp; Envir","M, W","1:40 PM - 2:55 PM","Kimerling, Judith","PH 211","34","55","In-Person",
"1","46070","PSCI 2911 (1, 1)","Vt:Special Problems","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","46071","PSCI 2912 (2, 2)","Vt:Special Problems","&nbsp;"," - ","Rachal, Patricia"," ","1","5","In-Person",
"1","46072","PSCI 2913 (3, 3)","Vt:Special Problems","&nbsp;"," - ","Cole, Alyson"," ","1","5","In-Person",
"2","83472","PSCI 2913 (3, 3)","Vt:Special Problems","&nbsp;"," - ","Lipsitz, Keena"," ","2","5","In-Person",
"3","84583","PSCI 2913 (3, 3)","Vt:Special Problems","&nbsp;"," - ","George, Julie"," ","1","1","In-Person",
"1","46075","PSCI 293 (3, 3)","Vt:Fldwrk Poli Sci","&nbsp;"," - ","Lipsitz, Keena"," ","20","35","In-Person",
"2","46077","PSCI 2986 (2, 6)","Ind Intern Nyc","&nbsp;"," - ","Lipsitz, Keena"," ","5","5","In-Person",
"1","46076","PSCI 2986 (2, 6)","Ind Intern Nyc","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","46078","PSCI 381W (4, 4)","Vt:Sem In Amer Pol.","M","1:40 PM - 4:30 PM","Rachal, Patricia","PH 202","10","15","In-Person",
"2","46079","PSCI 381W (4, 4)","Vt:Sem In Amer Pol.","W","1:40 PM - 4:30 PM","Pierre-Louis, Francois","PH 245","9","15","In-Person",
"3","46080","PSCI 381W (4, 4)","Vt:Sem In Amer Pol.","F","9:15 AM - 12:05 PM","Reichl, Alexander","PH 245","13","15","In-Person",
"2","46861","PSCI 382W (4, 4)","Vt:Sem Pub Law/Admin","W","6:30 PM - 9:20 PM","Kimerling, Judith","PH 245","15","15","In-Person",
"1","46810","PSCI 382W (4, 4)","Vt:Sem Pub Law/Admin","F","9:15 AM - 12:05 PM","Allen, Victoria","PH 202","15","15","In-Person",
"1","46812","PSCI 383W (4, 4)","Vt:Sem Compare Pol.","TH","1:40 PM - 4:30 PM","Sun, Yan","PH 245","11","15","In-Person",
"1","46813","PSCI 384W (4, 4)","Vt:Sem Intl Politics","T","1:40 PM - 4:30 PM","Liberman, Peter","PH 245","14","15","In-Person",
"1","46862","PSCI 790 (3, 3)","Vt:Selected Topics","W","5:00 PM - 7:50 PM","Rachal, Patricia","PH 202","3","20","In-Person",
"11","45120","PSYCH 101 (4, 4)","General Psychology","W","6:30 PM - 10:20 PM","Sarubbi, Jaimie","KY 431","17","35","In-Person",
"12","49358","PSYCH 101 (4, 4)","General Psychology","T, TH","8:00 AM - 9:50 AM","Chimiklis, Alyssa","KY 270","97","100","In-Person",
"02","48638","PSYCH 101 (4, 4)","General Psychology","TH","8:10 AM - 12:00 PM","Twaite, Jamie","QH 120","109","109","In-Person",
"01","48639","PSYCH 101 (4, 4)","General Psychology","T, F","10:05 AM - 11:55 AM","Mentzer, Amanda","QH 120","109","109","In-Person",
"13","82669","PSYCH 101 (4, 4)","General Psychology","W, F","1:40 PM - 3:30 PM","Stellar, James","QH 007","40","40","In-Person",
"06","49283","PSYCH 101 (4, 4)","General Psychology","M, W","8:30 PM - 10:20 PM","Pawul, Ewa","RE 100","88","100","In-Person",
"07","49288","PSYCH 101 (4, 4)","General Psychology","S","8:00 AM - 12:00 PM","Beech, Danielle","SB C207","100","100","In-Person",
"09","49318","PSYCH 101 (4, 4)","General Psychology","M, W","3:40 PM - 5:30 PM","Kraft, Tamar","KY 317","33","35","In-Person",
"10","49325","PSYCH 101 (4, 4)","General Psychology","T, TH","3:40 PM - 5:30 PM","Rappaport, Eva","KY 317","29","35","In-Person",
"04","49270","PSYCH 101 (4, 4)","General Psychology","M, W","1:40 PM - 3:30 PM","Brodsky, Julia","QH 120","109","109","In-Person",
"01","49433","PSYCH 107 (6, 4)","Statistical Methods","M, W","8:00 AM - 9:50 AM","Motter, Jeffrey","SB A101","50","50","In-Person",
"01A","49444","PSYCH 107 (6, 4)","Statistical Methods","T","8:00 AM - 9:50 AM","Chu, Philip","DY G05","25","25","In-Person",
"01B","49446","PSYCH 107 (6, 4)","Statistical Methods","TH","8:00 AM - 9:50 AM","Yaffe, Beril","SB A135H","25","25","In-Person",
"02","49455","PSYCH 107 (6, 4)","Statistical Methods","T, F","8:00 AM - 9:50 AM","Steger, Robert","SB A101","50","50","In-Person",
"02A","49457","PSYCH 107 (6, 4)","Statistical Methods","M","8:00 AM - 9:50 AM","Bitton, Adina","DY G05","25","25","In-Person",
"02B","49463","PSYCH 107 (6, 4)","Statistical Methods","W","8:00 AM - 9:50 AM","Bitton, Adina","DY G05","25","25","In-Person",
"03","49473","PSYCH 107 (6, 4)","Statistical Methods","M, W","10:05 AM - 11:55 AM","Ehrlich, Yosefa","SB A101","50","50","In-Person",
"03A","49479","PSYCH 107 (6, 4)","Statistical Methods","T","10:05 AM - 11:55 AM","Fiani, Theresa","DY G05","25","25","In-Person",
"03B","49483","PSYCH 107 (6, 4)","Statistical Methods","TH","10:05 AM - 11:55 AM","Yaffe, Beril","SB A135H","25","25","In-Person",
"04","49486","PSYCH 107 (6, 4)","Statistical Methods","T, F","10:05 AM - 11:55 AM","Rotella, Francis","SB A101","50","50","In-Person",
"04A","49494","PSYCH 107 (6, 4)","Statistical Methods","M","10:05 AM - 11:55 AM","Pritchett, Alexandra","DY G05","25","25","In-Person",
"04B","49495","PSYCH 107 (6, 4)","Statistical Methods","W","10:05 AM - 11:55 AM","Pritchett, Alexandra","DY G05","25","25","In-Person",
"05","49510","PSYCH 107 (6, 4)","Statistical Methods","M, W","2:15 PM - 4:05 PM","Brown, Bruce","SB A101","50","50","In-Person",
"05A","49516","PSYCH 107 (6, 4)","Statistical Methods","T","2:15 PM - 4:05 PM","Chi, Susan","SB A135H","25","25","In-Person",
"05B","49522","PSYCH 107 (6, 4)","Statistical Methods","F","2:15 PM - 4:05 PM","Fowler, Michelle","DY G05","25","25","In-Person",
"06","49597","PSYCH 107 (6, 4)","Statistical Methods","T, TH","2:15 PM - 4:05 PM","Krause, William","SB A101","50","50","In-Person",
"06A","49605","PSYCH 107 (6, 4)","Statistical Methods","M","2:15 PM - 4:05 PM","Taha, Farah","DY G05","25","25","In-Person",
"06B","49606","PSYCH 107 (6, 4)","Statistical Methods","W","2:15 PM - 4:05 PM","Grinberg, Alice","DY G05","25","25","In-Person",
"07","51243","PSYCH 107 (6, 4)","Statistical Methods","T, TH","12:10 PM - 2:00 PM","Mangiapanello, Kathleen","SB A101","50","50","In-Person",
"07A","51248","PSYCH 107 (6, 4)","Statistical Methods","F","12:10 PM - 2:00 PM","Fowler, Michelle","DY G05","25","25","In-Person",
"07B","51251","PSYCH 107 (6, 4)","Statistical Methods","F","12:10 PM - 2:00 PM","Katz, Marc","SB A135H","25","25","In-Person",
"08","51260","PSYCH 107 (6, 4)","Statistical Methods","S","8:00 AM - 12:00 PM","Budd, Anna","SB A101","50","50","In-Person",
"10B","51311","PSYCH 107 (6, 4)","Statistical Methods","TH","5:00 PM - 6:40 PM","Kourassanis-Velasquez, Jennifer","DY G05","25","25","In-Person",
"11","51314","PSYCH 107 (6, 4)","Statistical Methods","T, TH","5:00 PM - 6:40 PM","Rotella, Francis","SB A101","50","50","In-Person",
"11A","51318","PSYCH 107 (6, 4)","Statistical Methods","M","5:00 PM - 6:40 PM","Katz, Marc","SB A135H","25","25","In-Person",
"11B","51325","PSYCH 107 (6, 4)","Statistical Methods","W","5:00 PM - 6:40 PM","Taha, Farah","SB A135H","25","25","In-Person",
"12","51327","PSYCH 107 (6, 4)","Statistical Methods","T, TH","8:30 PM - 10:20 PM","Brown-Hamberry, Sandrina","SB A101","50","50","In-Person",
"12A","51335","PSYCH 107 (6, 4)","Statistical Methods","M","8:30 PM - 10:20 PM","Bono, Amanda","SB A135H","25","25","In-Person",
"12B","51342","PSYCH 107 (6, 4)","Statistical Methods","W","8:30 PM - 10:20 PM","Bono, Amanda","SB A135H","25","25","In-Person",
"08A","51271","PSYCH 107 (6, 4)","Statistical Methods","S","1:00 PM - 3:00 PM","Kapoor, Ashu","DY G05","25","25","In-Person",
"08B","51280","PSYCH 107 (6, 4)","Statistical Methods","S","1:00 PM - 3:00 PM","Yau, Polai","SB A135H","25","25","In-Person",
"09","51288","PSYCH 107 (6, 4)","Statistical Methods","SU","8:00 AM - 12:00 PM","Ackerman, Tsippa","SB A101","50","50","In-Person",
"09A","51290","PSYCH 107 (6, 4)","Statistical Methods","SU","1:00 PM - 3:00 PM","Chandra, Avinash","DY G05","25","25","In-Person",
"09B","51295","PSYCH 107 (6, 4)","Statistical Methods","SU","1:00 PM - 3:00 PM","Ackerman, Tsippa","SB A135H","25","25","In-Person",
"10","51303","PSYCH 107 (6, 4)","Statistical Methods","M, W","5:00 PM - 6:40 PM","Mystal, Elana","SB A101","50","50","In-Person",
"10A","51308","PSYCH 107 (6, 4)","Statistical Methods","T","5:00 PM - 6:40 PM","Chi, Susan","DY G05","25","25","In-Person",
"01","49423","PSYCH 213W (6, 4)","Experimental Psych","M","9:10 AM - 12:00 PM","Doran, Erica","SB A337","22","22","In-Person",
"01","49423","PSYCH 213W (6, 4)","Experimental Psych","W","9:10 AM - 12:00 PM","Doran, Erica","SB A337","22","22","In-Person",
"15","49569","PSYCH 213W (6, 4)","Experimental Psych","SU","8:00 AM - 12:00 PM","Derosse, Pamela","SB A337","22","22","In-Person",
"15","49569","PSYCH 213W (6, 4)","Experimental Psych","SU","1:00 PM - 3:00 PM","Derosse, Pamela","SB A337","22","22","In-Person",
"14","49561","PSYCH 213W (6, 4)","Experimental Psych","S","8:00 AM - 12:00 PM","Loizos, Maria","SB A337","22","22","In-Person",
"14","49561","PSYCH 213W (6, 4)","Experimental Psych","S","1:00 PM - 3:00 PM","Loizos, Maria","SB A337","22","22","In-Person",
"13","49548","PSYCH 213W (6, 4)","Experimental Psych","TH","6:30 PM - 9:20 PM","Quiles, Joy","RZ 312","22","22","In-Person",
"13","49548","PSYCH 213W (6, 4)","Experimental Psych","T","6:30 PM - 9:20 PM","Quiles, Joy","RZ 312","22","22","In-Person",
"12","49543","PSYCH 213W (6, 4)","Experimental Psych","TH","6:30 PM - 9:20 PM","Valad, Jennifer","SB A337","22","22","In-Person",
"12","49543","PSYCH 213W (6, 4)","Experimental Psych","T","6:30 PM - 9:20 PM","Valad, Jennifer","SB A337","22","22","In-Person",
"11","49532","PSYCH 213W (6, 4)","Experimental Psych","W","6:30 PM - 9:20 PM","Valad, Jennifer","SB A337","22","22","In-Person",
"11","49532","PSYCH 213W (6, 4)","Experimental Psych","M","6:30 PM - 9:20 PM","Valad, Jennifer","SB A337","22","22","In-Person",
"10","49515","PSYCH 213W (6, 4)","Experimental Psych","T","12:30 PM - 3:20 PM","Lenzer, Janice","RZ 312","22","22","In-Person",
"10","49515","PSYCH 213W (6, 4)","Experimental Psych","F","12:30 PM - 3:20 PM","Lenzer, Janice","RZ 312","22","22","In-Person",
"09","49505","PSYCH 213W (6, 4)","Experimental Psych","T","9:10 AM - 12:00 PM","Guadalupe, Julieanne","RZ 312","22","22","In-Person",
"09","49505","PSYCH 213W (6, 4)","Experimental Psych","F","9:10 AM - 12:00 PM","Guadalupe, Julieanne","RZ 312","22","22","In-Person",
"08","49497","PSYCH 213W (6, 4)","Experimental Psych","TH","12:30 PM - 3:20 PM","Neil, Nicole","SB A337","22","22","In-Person",
"08","49497","PSYCH 213W (6, 4)","Experimental Psych","T","12:30 PM - 3:20 PM","Neil, Nicole","RZ 208","22","22","In-Person",
"07","49496","PSYCH 213W (6, 4)","Experimental Psych","TH","9:10 AM - 12:00 PM","Mackie, Melissa-Ann","SB A337","22","22","In-Person",
"07","49496","PSYCH 213W (6, 4)","Experimental Psych","M","9:10 AM - 12:00 PM","Mackie, Melissa-Ann","SB A135H","22","22","In-Person",
"06","49491","PSYCH 213W (6, 4)","Experimental Psych","W","1:40 PM - 4:30 PM","Simone, Ashley","RZ 312","22","22","In-Person",
"06","49491","PSYCH 213W (6, 4)","Experimental Psych","M","1:40 PM - 4:30 PM","Simone, Ashley","RZ 312","22","22","In-Person",
"05","49484","PSYCH 213W (6, 4)","Experimental Psych","W","9:10 AM - 12:00 PM","Mangiapanello, Kathleen","RZ 312","22","22","In-Person",
"05","49484","PSYCH 213W (6, 4)","Experimental Psych","M","9:10 AM - 12:00 PM","Mangiapanello, Kathleen","RZ 312","22","22","In-Person",
"02","49441","PSYCH 213W (6, 4)","Experimental Psych","M","1:40 PM - 4:30 PM","Mlodnicka, Agnieszka","SB A337","22","22","In-Person",
"02","49441","PSYCH 213W (6, 4)","Experimental Psych","W","1:40 PM - 4:30 PM","Mlodnicka, Agnieszka","SB A337","22","22","In-Person",
"03","49448","PSYCH 213W (6, 4)","Experimental Psych","F","9:10 AM - 12:00 PM","Bauer, Sara","SB A337","22","22","In-Person",
"03","49448","PSYCH 213W (6, 4)","Experimental Psych","T","9:10 AM - 12:00 PM","Bauer, Sara","SB A337","22","22","In-Person",
"04","49478","PSYCH 213W (6, 4)","Experimental Psych","F","12:30 PM - 3:20 PM","Spear, John","SB A337","22","22","In-Person",
